-0.498 	-0.048 	25.580 	0.000 	0.000 	1.000 	0.000 	0
-0.168 	0.626 	25.580 	0.000 	0.000 	1.000 	0.000 	0
0.784 	0.011 	25.580 	0.000 	0.000 	1.000 	0.302 	0
-0.256 	-0.638 	25.580 	0.000 	0.000 	1.000 	0.326 	0
-0.497 	-0.075 	25.580 	0.000 	0.000 	1.000 	0.163 	0
-1.365 	-0.052 	25.580 	0.000 	0.000 	1.000 	0.232 	0
-1.385 	-1.106 	25.580 	0.000 	0.000 	1.000 	0.280 	0
-1.375 	-2.158 	25.580 	0.000 	0.000 	1.000 	0.280 	0
-0.570 	-1.912 	25.580 	0.000 	0.000 	1.000 	0.225 	0
0.350 	-1.348 	25.579 	0.000 	0.000 	1.000 	0.288 	0
1.251 	-0.837 	25.580 	0.000 	0.000 	1.000 	0.276 	0
2.126 	-0.351 	25.580 	0.000 	0.000 	1.000 	0.266 	0
2.420 	0.220 	25.580 	0.000 	0.000 	1.000 	0.171 	0
1.537 	0.697 	25.580 	0.000 	0.000 	1.000 	0.268 	0
0.538 	1.265 	25.580 	0.000 	0.000 	1.000 	0.305 	0
-0.411 	1.811 	25.580 	0.000 	0.000 	1.000 	0.293 	0
-1.448 	2.382 	25.581 	0.000 	0.000 	1.000 	0.315 	0
-1.390 	1.354 	25.580 	0.000 	0.000 	1.000 	0.275 	0
-1.364 	0.207 	25.580 	0.000 	0.000 	1.000 	0.305 	0
-2.272 	0.189 	25.580 	0.000 	0.000 	1.000 	0.243 	0
-2.287 	-0.819 	25.580 	0.000 	0.000 	1.000 	0.269 	0
-2.343 	-1.916 	25.580 	0.000 	0.000 	1.000 	0.293 	0
-2.451 	-3.067 	25.581 	0.000 	0.000 	1.000 	0.308 	0
-2.661 	-4.114 	25.581 	0.000 	0.000 	1.000 	0.284 	0
-2.154 	-4.273 	25.581 	0.000 	0.000 	1.000 	0.141 	0
-1.326 	-3.620 	25.581 	0.000 	0.000 	1.000 	0.280 	0
-0.361 	-2.911 	25.579 	0.000 	0.000 	1.000 	0.320 	0
0.560 	-2.283 	25.579 	0.000 	0.000 	1.000 	0.297 	0
1.585 	-1.695 	25.579 	0.000 	0.000 	1.000 	0.315 	0
2.663 	-1.133 	25.581 	0.000 	0.000 	1.000 	0.324 	0
3.595 	-0.729 	25.582 	0.000 	0.000 	1.000 	0.270 	0
4.560 	-0.374 	25.582 	0.000 	0.000 	1.000 	0.275 	0
5.530 	0.115 	25.583 	0.000 	0.000 	1.000 	0.290 	0
4.539 	0.398 	25.583 	0.000 	0.000 	1.000 	0.275 	0
3.413 	0.817 	25.581 	0.000 	0.000 	1.000 	0.320 	0
2.497 	1.226 	25.581 	0.000 	0.000 	1.000 	0.268 	0
1.504 	1.763 	25.580 	0.000 	0.000 	1.000 	0.301 	0
0.629 	2.261 	25.580 	0.000 	0.000 	1.000 	0.269 	0
-0.268 	2.823 	25.581 	0.000 	0.000 	1.000 	0.282 	0
-1.183 	3.482 	25.580 	0.000 	0.000 	1.000 	0.299 	0
-1.973 	4.114 	25.580 	0.000 	0.000 	1.000 	0.269 	0
-2.884 	4.922 	25.582 	0.001 	0.000 	1.000 	0.324 	0
-2.613 	3.881 	25.581 	0.001 	0.000 	1.000 	0.287 	0
-2.466 	2.803 	25.581 	0.001 	0.000 	1.000 	0.290 	0
-2.357 	1.801 	25.581 	0.001 	0.000 	1.000 	0.269 	0
-2.281 	0.713 	25.580 	0.001 	0.000 	1.000 	0.290 	0
-2.272 	0.205 	25.580 	0.001 	0.000 	1.000 	0.135 	0
-3.199 	0.167 	25.580 	0.000 	0.000 	1.000 	0.248 	0
-3.199 	-0.870 	25.580 	0.000 	-0.002 	1.000 	0.276 	0
-3.267 	-1.989 	25.580 	-0.002 	-0.006 	1.000 	0.299 	0
-3.435 	-3.204 	25.581 	-0.007 	-0.014 	1.000 	0.326 	0
-3.687 	-4.283 	25.581 	-0.016 	-0.030 	0.999 	0.295 	0
-4.024 	-5.403 	25.582 	-0.029 	-0.055 	0.998 	0.311 	0
-4.385 	-6.403 	25.582 	-0.048 	-0.088 	0.995 	0.284 	0
-4.834 	-7.392 	25.587 	-0.071 	-0.127 	0.989 	0.290 	0
-5.280 	-8.347 	25.571 	-0.095 	-0.170 	0.981 	0.280 	0
-5.779 	-9.230 	25.461 	-0.120 	-0.212 	0.970 	0.272 	0
-6.303 	-10.064 	25.144 	-0.143 	-0.252 	0.957 	0.275 	0
-6.778 	-10.903 	24.686 	-0.163 	-0.285 	0.944 	0.284 	0
-7.233 	-11.671 	24.236 	-0.180 	-0.313 	0.933 	0.266 	0
-7.781 	-12.544 	23.734 	-0.193 	-0.334 	0.923 	0.305 	0
-8.198 	-13.342 	23.296 	-0.202 	-0.349 	0.915 	0.268 	0
-8.669 	-14.113 	22.845 	-0.209 	-0.361 	0.909 	0.269 	0
-9.114 	-14.908 	22.401 	-0.214 	-0.368 	0.905 	0.269 	0
-9.569 	-15.710 	21.937 	-0.217 	-0.373 	0.902 	0.275 	0
-10.071 	-16.586 	21.440 	-0.219 	-0.376 	0.900 	0.299 	0
-10.618 	-17.493 	20.920 	-0.221 	-0.378 	0.899 	0.315 	0
-11.057 	-18.283 	20.476 	-0.221 	-0.380 	0.898 	0.269 	0
-11.504 	-19.096 	20.023 	-0.222 	-0.381 	0.898 	0.275 	0
-11.955 	-19.912 	19.568 	-0.222 	-0.381 	0.897 	0.276 	0
-12.406 	-20.704 	19.113 	-0.222 	-0.382 	0.897 	0.270 	0
-12.908 	-21.558 	18.630 	-0.222 	-0.382 	0.897 	0.294 	0
-13.467 	-22.452 	18.107 	-0.222 	-0.381 	0.897 	0.313 	0
-13.929 	-23.364 	17.606 	-0.222 	-0.381 	0.898 	0.304 	0
-14.390 	-24.143 	17.158 	-0.221 	-0.381 	0.898 	0.269 	0
-14.876 	-24.961 	16.695 	-0.221 	-0.381 	0.898 	0.282 	0
-15.348 	-25.750 	16.232 	-0.221 	-0.381 	0.898 	0.275 	0
-15.820 	-26.559 	15.776 	-0.221 	-0.380 	0.898 	0.277 	0
-16.310 	-27.372 	15.313 	-0.221 	-0.380 	0.898 	0.282 	0
-16.738 	-28.197 	14.848 	-0.220 	-0.380 	0.898 	0.277 	0
-17.240 	-29.008 	14.383 	-0.219 	-0.379 	0.899 	0.283 	0
-17.701 	-29.784 	13.932 	-0.217 	-0.376 	0.901 	0.269 	0
-18.172 	-30.608 	13.470 	-0.212 	-0.369 	0.905 	0.282 	0
-18.654 	-31.401 	13.013 	-0.204 	-0.357 	0.912 	0.275 	0
-19.107 	-32.220 	12.552 	-0.192 	-0.338 	0.921 	0.277 	0
-19.570 	-32.992 	12.113 	-0.177 	-0.313 	0.933 	0.268 	0
-19.974 	-33.808 	11.676 	-0.159 	-0.283 	0.946 	0.269 	0
-20.496 	-34.617 	11.232 	-0.141 	-0.252 	0.957 	0.283 	0
-20.996 	-35.423 	10.892 	-0.125 	-0.225 	0.966 	0.269 	0
-21.625 	-36.373 	10.620 	-0.115 	-0.206 	0.972 	0.312 	0
-22.163 	-37.433 	10.489 	-0.111 	-0.198 	0.974 	0.319 	0
-22.020 	-38.326 	10.469 	-0.113 	-0.202 	0.973 	0.242 	0
-21.262 	-37.727 	10.501 	-0.122 	-0.216 	0.969 	0.258 	0
-20.665 	-36.719 	10.652 	-0.134 	-0.237 	0.962 	0.315 	0
-20.081 	-35.733 	10.946 	-0.149 	-0.262 	0.954 	0.315 	0
-19.646 	-34.901 	11.296 	-0.163 	-0.286 	0.944 	0.268 	0
-19.185 	-34.066 	11.747 	-0.177 	-0.309 	0.934 	0.282 	0
-18.741 	-33.271 	12.197 	-0.188 	-0.328 	0.926 	0.270 	0
-18.252 	-32.428 	12.672 	-0.197 	-0.344 	0.918 	0.288 	0
-17.735 	-31.538 	13.181 	-0.204 	-0.356 	0.912 	0.305 	0
-17.259 	-30.737 	13.640 	-0.209 	-0.364 	0.908 	0.277 	0
-16.771 	-29.878 	14.131 	-0.213 	-0.370 	0.904 	0.294 	0
-16.223 	-28.962 	14.651 	-0.215 	-0.374 	0.902 	0.316 	0
-15.705 	-28.098 	15.154 	-0.217 	-0.376 	0.901 	0.299 	0
-15.218 	-27.273 	15.621 	-0.218 	-0.378 	0.900 	0.284 	0
-14.725 	-26.412 	16.105 	-0.218 	-0.379 	0.899 	0.294 	0
-14.247 	-25.584 	16.585 	-0.218 	-0.380 	0.899 	0.284 	0
-13.777 	-24.748 	17.052 	-0.219 	-0.381 	0.898 	0.284 	0
-13.278 	-23.942 	17.524 	-0.219 	-0.381 	0.898 	0.282 	0
-12.846 	-23.067 	17.999 	-0.218 	-0.382 	0.898 	0.290 	0
-12.336 	-22.251 	18.467 	-0.218 	-0.383 	0.898 	0.284 	0
-11.897 	-21.461 	18.920 	-0.219 	-0.383 	0.898 	0.269 	0
-11.416 	-20.613 	19.401 	-0.219 	-0.383 	0.897 	0.290 	0
-10.959 	-19.818 	19.851 	-0.219 	-0.383 	0.897 	0.272 	0
-10.446 	-18.962 	20.337 	-0.219 	-0.384 	0.897 	0.295 	0
-9.913 	-18.013 	20.876 	-0.219 	-0.384 	0.897 	0.324 	0
-9.455 	-17.198 	21.332 	-0.219 	-0.384 	0.897 	0.277 	0
-8.932 	-16.290 	21.848 	-0.218 	-0.383 	0.897 	0.311 	0
-8.470 	-15.508 	22.303 	-0.216 	-0.379 	0.900 	0.270 	0
-7.971 	-14.663 	22.782 	-0.212 	-0.371 	0.904 	0.290 	0
-7.485 	-13.796 	23.271 	-0.204 	-0.356 	0.912 	0.295 	0
-7.042 	-13.003 	23.720 	-0.192 	-0.333 	0.923 	0.269 	0
-6.557 	-12.162 	24.194 	-0.175 	-0.302 	0.937 	0.288 	0
-6.100 	-11.279 	24.692 	-0.153 	-0.265 	0.952 	0.297 	0
-5.582 	-10.441 	25.152 	-0.130 	-0.224 	0.966 	0.290 	0
-5.080 	-9.606 	25.461 	-0.106 	-0.182 	0.978 	0.272 	0
-4.555 	-8.758 	25.570 	-0.083 	-0.143 	0.986 	0.268 	0
-3.941 	-7.788 	25.584 	-0.063 	-0.108 	0.992 	0.305 	0
-3.291 	-6.931 	25.582 	-0.046 	-0.079 	0.996 	0.286 	0
-2.588 	-6.058 	25.582 	-0.032 	-0.055 	0.998 	0.299 	0
-1.842 	-5.245 	25.581 	-0.022 	-0.038 	0.999 	0.295 	0
-1.066 	-4.600 	25.581 	-0.015 	-0.025 	1.000 	0.269 	0
-0.249 	-3.971 	25.579 	-0.010 	-0.016 	1.000 	0.275 	0
0.686 	-3.323 	25.579 	-0.006 	-0.010 	1.000 	0.304 	0
1.536 	-2.787 	25.579 	-0.004 	-0.006 	1.000 	0.268 	0
2.582 	-2.214 	25.581 	-0.001 	-0.004 	1.000 	0.317 	0
3.657 	-1.706 	25.582 	0.005 	-0.002 	1.000 	0.316 	0
4.621 	-1.344 	25.582 	0.016 	0.000 	1.000 	0.275 	0
5.639 	-1.012 	25.582 	0.035 	0.002 	0.999 	0.284 	0
